state_abbrev,state_name,state_fips,office,dist,year,votes_r,votes_d,votes_2p,d2pshare,incumbency,cand_r,inc_r,cand_d,inc_d,votes_o,votes_total,party_o,cand_o,inc_o,win_party,notes_cq,votes_extra,votes_plurality,lag_d2pshare,dpres
ME,MAINE,23,G,,1962,146604,146121,292725,0.49917498,-1,"REED, JOHN H.",Incumbent,"DOLLOFF, MAYNARD C.",Challenger,,292725,N/A,N/A,N/A,R,,,483,0.51980591,
ME,MAINE,23,G,,1966,151802,172036,323838,0.53124094,-1,"REED, JOHN H.",Incumbent,"CURTIS, KENNETH M.",Challenger,,323838,N/A,N/A,N/A,D,,,20234,0.49917498,
ME,MAINE,23,G,,1990,243766,230038,473804,0.485513,-1,"MCKERNAN, JOHN R.",Incumbent,"BRENNAN, JOSEPH E.",Challenger,,522492,N/A,N/A,N/A,R,,48688,13728,0.43050131,
ME,MAINE,23,G,,2014,294519,265114,559633,0.47372833,-1,"LEPAGE, PAUL R.",Incumbent,"MICHAUD, MICHAEL H.",Challenger,51515,611227,INDEPENDENT,"CUTLER, ELIOT R.",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 79,79,29405,0.33405507,
MI,MICHIGAN,26,G,,1964,1764355,1381442,3145797,0.43913895,-1,"ROMNEY, GEORGE W.",Incumbent,"STAEBLER, NEIL",Challenger,,3158102,N/A,N/A,N/A,R,,12305,382913,0.48540133,
MI,MICHIGAN,26,G,,1966,1490430,963383,2453813,0.39260653,-1,"ROMNEY, GEORGE W.",Incumbent,"FERENCY, ZOLTAN A.",Challenger,,2461909,N/A,N/A,N/A,R,,8096,527047,0.43913895,
MI,MICHIGAN,26,G,,1970,1338711,1294600,2633311,0.49162441,-1,"MILLIKEN, WILLIAM G.",Incumbent,"LEVIN, SANDER M.",Challenger,,2656093,N/A,N/A,N/A,R,,22782,44111,0.39260653,
MI,MICHIGAN,26,G,,1974,1356865,1242250,2599115,0.47795114,-1,"MILLIKEN, WILLIAM G.",Incumbent,"LEVIN, SANDER M.",Challenger,,2657020,N/A,N/A,N/A,R,,57905,114615,0.49162441,
MI,MICHIGAN,26,G,,1978,1628485,1237256,2865741,0.43174034,-1,"MILLIKEN, WILLIAM G.",Incumbent,"FITZGERALD, WILLIAM",Challenger,,2867212,N/A,N/A,N/A,R,,1471,391229,0.47795114,
MI,MICHIGAN,26,G,,1994,1899101,1188438,3087539,0.38491434,-1,"ENGLER, JOHN",Incumbent,"WOLPE, HOWARD",Challenger,,3089077,N/A,N/A,N/A,R,,1538,710663,0.49652913,
MI,MICHIGAN,26,G,,1998,1883005,1143574,3026579,0.37784377,-1,"ENGLER, JOHN",Incumbent,"FIEGER, GEOFFREY",Challenger,,3027104,N/A,N/A,N/A,R,,525,739431,0.38491434,
MI,MICHIGAN,26,G,,2014,1607399,1479057,3086456,0.47920883,-1,"SNYDER, RICK",Incumbent,"SCHAUER, MARK H.",Challenger,35723,3156531,LIBERTARIAN,"BUZUMA, MARY",Challenger,R,"The other vote was: McFarlin, Mark (U.S. Taxpayers) 19,368; Homeniuk, Paul (Green) 14,934; Scattered Write-Ins (Write-in) 50",34352,128342,0.40710226,
MN,MINNESOTA,27,G,,1950,635800,400637,1036437,0.38655218,-1,"YOUNGDAHL, LUTHER W.",Incumbent,"PETERSON, HARRY H.",Challenger,,1046632,N/A,N/A,N/A,R,,10195,235163,,
MN,MINNESOTA,27,G,,1954,538865,607099,1145964,0.52977145,-1,"ANDERSON, C. ELMER",Incumbent,"FREEMAN, ORVILLE L.",Challenger,,1151417,N/A,N/A,N/A,D,,5453,68234,0.44301772,
MN,MINNESOTA,27,G,,1962,619751,619842,1239593,0.50003672,-1,"ANDERSEN, ELMER L.",Incumbent,"ROLVAAG, KARL F.",Challenger,,1246904,N/A,N/A,N/A,D,The election was disputed by Elmer L. Anderson who served for almost three months of the term before the Minnesota Supreme Court ruled that Rolvaag had won by 91 votes.,7311,91,0.49259457,
MN,MINNESOTA,27,G,,1994,1094165,589344,1683509,0.35006881,-1,"CARLSON, ARNE",Incumbent,"MARTY, JOHN",Challenger,,1765590,N/A,N/A,N/A,R,,82081,504821,0.48274744,
MN,MINNESOTA,27,G,,2006,1028568,1007460,2036028,0.49481639,-1,"PAWLENTY, TIM",Incumbent,"HATCH, MIKE",Challenger,,2202937,N/A,N/A,N/A,R,,166909,21108,0.4510625,
MO,MISSOURI,29,G,,1976,958110,971184,1929294,0.50338829,-1,"BOND, KIT",Incumbent,"TEASDALE, JOSEPH P.",Challenger,,1933575,N/A,N/A,N/A,D,,4281,13074,0.44718617,
MO,MISSOURI,29,G,,1988,1339531,724919,2064450,0.3511439,-1,"ASHCROFT, JOHN",Incumbent,"HEARNES, BETTY C.",Challenger,,2085928,N/A,N/A,N/A,R,,21478,614612,0.43340167,
MO,MISSOURI,29,G,,2020,1720202,1225771,2945973,0.41608357,-1,"PARSON, MIKE",Incumbent,"GALLOWAY, NICOLE",Challenger,49067,3012287,LIBERTARIAN,"COMBS, RIK",Challenger,R,"The other vote was: Bauer, Jerome (Green) 17,234; Scattered Write-Ins (Write-in) 13",17247,494431,0.47121891,
MS,MISSISSIPPI,28,G,,1995,455261,364210,819471,0.44444525,-1,"FORDICE, KIRK",Incumbent,"MOLPUS, DICK",Challenger,,819471,N/A,N/A,N/A,R,,,91051,0.48352346,
MS,MISSISSIPPI,28,G,,2007,430807,313232,744039,0.42098868,-1,"BARBOUR, HALEY",Incumbent,"EAVES, JOHN ARTHUR JR.",Challenger,,744039,N/A,N/A,N/A,R,,,117575,0.46556601,
MS,MISSISSIPPI,28,G,,2015,480399,234858,715257,0.32835472,-1,"BRYANT, PHIL",Incumbent,"GRAY, ROBERT",Challenger,9950,725207,REFORM,"O'HARA, SHAWN",Challenger,R,,,245541,0.3901841,
MT,MONTANA,30,G,,1956,138878,131488,270366,0.48633334,-1,"ARONSON, JOHN HUGO",Incumbent,"OLSEN, ARNOLD",Challenger,,270366,N/A,N/A,N/A,R,,,7390,0.49042049,
MT,MONTANA,30,G,,1968,116432,150481,266913,0.56378293,-1,"BABCOCK, TIM M.",Incumbent,"ANDERSON, FORREST H.",Challenger,11199,278112,NEW REFORMIST,"MONTGOMERY, NULL",Challenger,D,,,34049,0.48709673,
MT,MONTANA,30,G,,1996,320768,84407,405175,0.20832233,-1,"RACICOT, MARC",Incumbent,"JACOBSON, JUDY",Challenger,,405175,N/A,N/A,N/A,R,"Results include a total of 7,936 absentee ballots cast for the party's initial gubernatorial candidate, Chet Blaylock, who died October 23, 1996.",,236361,0.48653823,
NC,NORTH CAROLINA,37,G,,1988,1222338,957867,2180205,0.43934721,-1,"MARTIN, JAMES G.",Incumbent,"JORDAN, ROBERT B.",Challenger,,2180205,N/A,N/A,N/A,R,,,264471,0.45562762,
NC,NORTH CAROLINA,37,G,,2016,2298880,2309157,4608037,0.50111514,-1,"MCCRORY, PAT",Incumbent,"COOPER, ROY",Challenger,102977,4711014,LIBERTARIAN,"CECIL, LON",Challenger,D,,,10277,0.44177794,
ND,NORTH DAKOTA,38,G,,1952,199944,53990,253934,0.2126143,-1,"BRUNSDALE, NORMAN",Incumbent,"JOHNSON, OLE S.",Challenger,,253934,N/A,N/A,N/A,R,,,145954,0.3371025,
ND,NORTH DAKOTA,38,G,,1954,124253,69248,193501,0.35786894,-1,"BRUNSDALE, NORMAN",Incumbent,"BYMERS, CORNELIUS",Challenger,,193501,N/A,N/A,N/A,R,,,55005,0.2126143,
ND,NORTH DAKOTA,38,G,,1958,111836,98763,210599,0.46896234,-1,"DAVIS, JOHN E.",Incumbent,"LORD, JOHN F.",Challenger,,210599,N/A,N/A,N/A,R,,,13073,0.41542971,
ND,NORTH DAKOTA,38,G,,1984,140460,173922,314382,0.55321872,-1,"OLSON, ALLEN I.",Incumbent,"SINNER, GEORGE A.",Challenger,,314382,N/A,N/A,N/A,D,,,33462,0.4639169,
ND,NORTH DAKOTA,38,G,,1996,174937,89349,264286,0.33807692,-1,"SCHAFER, EDWARD T.",Incumbent,"KALDOR, LEE",Challenger,,264298,N/A,N/A,N/A,R,,12,85588,0.41248256,
ND,NORTH DAKOTA,38,G,,2004,220803,84877,305680,0.27766618,-1,"HOEVEN, JOHN",Incumbent,"SATROM, JOE",Challenger,4193,309873,INDEPENDENT,"REIMERS, ROLAND",Challenger,R,,,135926,0.44970438,
ND,NORTH DAKOTA,38,G,,2008,235009,74279,309288,0.24016127,-1,"HOEVEN, JOHN",Incumbent,"MATHERN, TIM",Challenger,,315692,N/A,N/A,N/A,R,,6404,160730,0.27766618,
ND,NORTH DAKOTA,38,G,,2012,200526,109047,309573,0.35224971,-1,"DALRYMPLE, JACK",Incumbent,"TAYLOR, RYAN M.",Challenger,5356,317812,INDEPENDENT,"SORUM, PAUL",Challenger,R,"The other vote was: Riemers, Roland (Independent) 2,616; Scattered Write-Ins (Write-in) 267",2883,91479,0.24016127,
ND,NORTH DAKOTA,38,G,,2020,235479,90789,326268,0.27826512,-1,"BURGUM, DOUG",Incumbent,"LENZ, SHELLEY",Challenger,17538,357659,WRITE-IN,SCATTERED WRITE-INS,Challenger,R,"The other vote was: Hendrickson, DuWayne (Libertarian) 13,853",13853,144690,0.2021841,
NE,NEBRASKA,31,G,,1950,247089,202638,449727,0.45058003,-1,"PETERSON, VAL",Incumbent,"RAECKE, WALTER R.",Challenger,,449728,N/A,N/A,N/A,R,,1,44451,,
NE,NEBRASKA,31,G,,1956,308285,228048,536333,0.42519853,-1,"ANDERSON, VICTOR E.",Incumbent,"SORRELL, FRANK",Challenger,31583,567916,UNKNOWN,"MORRIS, GEORGE L.",Challenger,R,,,80237,0.39715499,
NE,NEBRASKA,31,G,,1958,209705,211345,421050,0.50194752,-1,"ANDERSON, VICTOR E.",Incumbent,"BROOKS, RALPH G.",Challenger,,421067,N/A,N/A,N/A,D,,17,1640,0.42519853,
NE,NEBRASKA,31,G,,1970,201994,248552,450546,0.55166841,-1,"TIEMANN, NORBERT T.",Incumbent,"EXON, J. JAMES",Challenger,,461619,N/A,N/A,N/A,D,,11073,46558,0.38456079,
NE,NEBRASKA,31,G,,1982,270203,277436,547639,0.50660378,-1,"THONE, CHARLES",Incumbent,"KERREY, BOB",Challenger,,547902,N/A,N/A,N/A,D,,263,7233,0.44035375,
NE,NEBRASKA,31,G,,1990,288741,292771,581512,0.50346512,-1,"ORR, KAY",Incumbent,"NELSON, EARL",Challenger,,586542,N/A,N/A,N/A,D,,5030,4030,0.47056776,
NE,NEBRASKA,31,G,,2002,330349,132348,462697,0.28603601,-1,"JOHANNS, MIKE",Incumbent,"DEAN, STORMY",Challenger,,480991,N/A,N/A,N/A,R,,18294,198001,0.4603076,
NE,NEBRASKA,31,G,,2006,435507,145115,580622,0.24993025,-1,"HEINEMAN, DAVE",Incumbent,"HAHN, DAVID",Challenger,,593357,N/A,N/A,N/A,R,,12735,290392,0.28603601,
NE,NEBRASKA,31,G,,2010,360645,127343,487988,0.26095518,-1,"HEINEMAN, DAVE",Incumbent,"MEISTER, MIKE",Challenger,,487988,N/A,N/A,N/A,R,,,233302,0.24993025,
NE,NEBRASKA,31,G,,2014,308751,211905,520656,0.40699616,-1,"RICKETTS, PETE",Incumbent,"HASSEBROOK, CHUCK",Challenger,19001,540202,LIBERTARIAN,"ELWORTH, MARK G. JR.",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 545,545,96846,0.26095518,
NE,NEBRASKA,31,G,,2018,411812,286169,697981,0.40999541,-1,"RICKETTS, PETE",Incumbent,"KRIST, BOB",Challenger,,697981,N/A,N/A,N/A,R,,,125643,0.40699616,
NH,NEW HAMPSHIRE,33,G,,1950,108907,82258,191165,0.43029845,-1,"ADAMS, SHERMAN",Incumbent,"BINGHAM, ROBERT P.",Challenger,,191239,N/A,N/A,N/A,R,,74,26649,,
NH,NEW HAMPSHIRE,33,G,,1956,141578,117117,258695,0.45272231,-1,"DWINELL, LANE",Incumbent,"SHAW, JOHN",Challenger,,258695,N/A,N/A,N/A,R,,,24461,0.44876716,
NH,NEW HAMPSHIRE,33,G,,1960,161123,129404,290527,0.44541126,-1,"POWELL, WESLEY",Incumbent,"BOUTIN, BERNARD L.",Challenger,,290527,N/A,N/A,N/A,R,,,31719,0.48346996,
NH,NEW HAMPSHIRE,33,G,,1970,102298,98098,200396,0.48952076,-1,"PETERSON, WALTER R.",Incumbent,"CROWLEY, ROGER J.",Challenger,,222441,N/A,N/A,N/A,R,,22045,4200,0.47454432,
NH,NEW HAMPSHIRE,33,G,,1974,115933,110591,226524,0.48820874,-1,"THOMSON, MELDRIM JR.",Incumbent,"LEONARD, RICHARD W.",Challenger,,226665,N/A,N/A,N/A,R,,141,5342,0.48538348,
NH,NEW HAMPSHIRE,33,G,,1976,197589,145015,342604,0.42327294,-1,"THOMSON, MELDRIM JR.",Incumbent,"SPANOS, HARRY V.",Challenger,,342669,N/A,N/A,N/A,R,,65,52574,0.48820874,
NH,NEW HAMPSHIRE,33,G,,1978,122464,133133,255597,0.52087075,-1,"THOMSON, MELDRIM JR.",Incumbent,"GALLEN, HUGH J.",Challenger,,269587,N/A,N/A,N/A,D,,13990,10669,0.42327294,
NH,NEW HAMPSHIRE,33,G,,1984,256574,127156,383730,0.33136842,-1,"SUNUNU, JOHN H.",Incumbent,"SPIROU, CHRIS",Challenger,,383910,N/A,N/A,N/A,R,,180,129418,0.47646433,
NH,NEW HAMPSHIRE,33,G,,1986,134824,116142,250966,0.46277982,-1,"SUNUNU, JOHN H.",Incumbent,"MCEACHERN, PAUL",Challenger,,251107,N/A,N/A,N/A,R,,141,18682,0.33136842,
NH,NEW HAMPSHIRE,33,G,,1990,177773,101923,279696,0.36440635,-1,"GREGG, JUDD",Incumbent,"GRANDMAISON, J. JOSEPH",Challenger,,295018,N/A,N/A,N/A,R,,15322,75850,0.39249375,
NH,NEW HAMPSHIRE,33,G,,1994,218134,79686,297820,0.2675643,-1,"MERRILL, STEVE",Incumbent,"KING, WAYNE D.",Challenger,,311882,N/A,N/A,N/A,R,,14062,138448,0.41629222,
NH,NEW HAMPSHIRE,33,G,,2004,325981,340299,666280,0.51074475,-1,"BENSON, CRAIG",Incumbent,"LYNCH, JOHN",Challenger,740,667020,WRITE-IN,SCATTERED WRITE-INS,Challenger,D,,,14318,0.39464027,
NH,NEW HAMPSHIRE,33,G,,2018,302764,262359,565123,0.46425113,-1,"SUNUNU, CHRIS",Incumbent,"KELLY, MOLLY",Challenger,8197,573602,LIBERTARIAN,"JARVIS, JILLETTA",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 282,282,40405,0.48810706,
NH,NEW HAMPSHIRE,33,G,,2020,516609,264639,781248,0.3387388,-1,"SUNUNU, CHRIS",Incumbent,"FELTES, DAN",Challenger,11329,793260,LIBERTARIAN,"PERRY, DARRYL W.",Challenger,R,The other vote was: Scattered Write-Ins (Write-in) 683,683,251970,0.46425113,
NH,NEW HAMPSHIRE,33,G,,2022,352813,256766,609579,0.42121857,-1,"SUNUNU, CHRIS",Incumbent,"SHERMAN, TOM",Challenger,5071,619135,LIBERTARIAN,"HALLDORSON, KELLY",Challenger,R,"The other vote was: Borysenko, Karlyn (Libertarian) 2,772; Scattered Write-Ins (Write-in) 1,713",4485,96047,0.3387388,
NJ,NEW JERSEY,34,G,,1985,1372631,578402,1951033,0.29645938,-1,"KEAN, THOMAS H.",Incumbent,"SHAPIRO, PETER",Challenger,,1972624,N/A,N/A,N/A,R,,21591,794229,0.49960768,
NJ,NEW JERSEY,34,G,,1997,1133394,1107968,2241362,0.49432799,-1,"WHITMAN, CHRISTINE T.",Incumbent,"MCGREEVEY, JAMES",Challenger,,2418344,N/A,N/A,N/A,R,,176982,25426,0.49466652,
NJ,NEW JERSEY,34,G,,2013,1278932,809978,2088910,0.38775152,-1,"CHRISTIE, CHRIS",Incumbent,"BUONO, BARBARA",Challenger,12155,2120866,LIBERTARIAN,"KAPLAN, KENNETH R.",Challenger,R,"The other vote was: Welzer, Steven (Green) 8,295; Sare, Diane (Glass-Steagall Now) 3,360; Araujo, William (Peace and Freedom) 3,300; Schroeder, Hank (Independent) 2,784; Boss, Jeff (NSA Did 911) 2,062",19801,468954,0.48083395,
NM,NEW MEXICO,35,G,,1952,129116,111034,240150,0.46235269,-1,"MECHEM, EDWIN L.",Incumbent,"GRANTHAM, EVERETT",Challenger,,240150,N/A,N/A,N/A,R,,,18082,0.46257874,
NM,NEW MEXICO,35,G,,1958,101567,103481,205048,0.50466722,-1,"MECHEM, EDWIN L.",Incumbent,"BURROUGHS, JOHN",Challenger,,205048,N/A,N/A,N/A,D,,,1914,0.47770613,
NM,NEW MEXICO,35,G,,1962,116184,130933,247117,0.52984214,-1,"MECHEM, EDWIN L.",Incumbent,"CAMPBELL, JACK M.",Challenger,,247135,N/A,N/A,N/A,D,,18,14749,0.49674678,
NM,NEW MEXICO,35,G,,1968,160140,157230,317370,0.49541545,-1,"CARGO, DAVID F.",Incumbent,"CHAVEZ, FABIAN",Challenger,,318975,N/A,N/A,N/A,R,,1605,2910,0.48263338,
NM,NEW MEXICO,35,G,,1998,271948,226755,498703,0.45468947,-1,"JOHNSON, GARY E.",Incumbent,"CHAVEZ, MARTIN J.",Challenger,,498703,N/A,N/A,N/A,R,,,45193,0.44488135,
NM,NEW MEXICO,35,G,,2014,293443,219362,512805,0.42776883,-1,"MARTINEZ, SUSANA",Incumbent,"KING, GARY K.",Challenger,,512805,N/A,N/A,N/A,R,,,74081,0.46626556,
NV,NEVADA,32,G,,1954,41665,36797,78462,0.46897861,-1,"RUSSELL, CHARLES H.",Incumbent,"PITTMAN, VAIL",Challenger,,78462,N/A,N/A,N/A,R,,,4868,0.42355075,
NV,NEVADA,32,G,,1958,34025,50864,84889,0.59918249,-1,"RUSSELL, CHARLES H.",Incumbent,"SAWYER, GRANT",Challenger,,84889,N/A,N/A,N/A,D,,,16839,0.46897861,
NV,NEVADA,32,G,,1982,100104,128132,228236,0.56140137,-1,"LIST, ROBERT F.",Incumbent,"BRYAN, RICHARD H.",Challenger,,241038,N/A,N/A,N/A,D,,12802,28028,0.413975,
NV,NEVADA,32,G,,2002,344001,110935,454936,0.24384749,-1,"GUINN, KENNY",Incumbent,"NEAL, JOE",Challenger,,504079,N/A,N/A,N/A,R,,49143,233066,0.44877675,
NV,NEVADA,32,G,,2014,386340,130722,517062,0.25281689,-1,"SANDOVAL, BRIAN",Incumbent,"GOODMAN, ROBERT",Challenger,15751,547349,NO PARTY,"""NONE OF THESE CANDIDATES""",Challenger,R,"The other vote was: VanDerBeek, David Lory (Independent American) 14,536",14536,255618,0.43815106,
NY,NEW YORK,36,G,,1950,2819523,2246855,5066378,0.4434835,-1,"DEWEY, THOMAS E.",Incumbent,"LYNCH, WALTER A.",Challenger,,5308889,N/A,N/A,N/A,R,,242511,572668,,
NY,NEW YORK,36,G,,1962,3081587,2552418,5634005,0.45303795,-1,"ROCKEFELLER, NELSON A.",Incumbent,"MORGENTHAU, ROBERT M.",Challenger,,5805631,N/A,N/A,N/A,R,,171626,529169,0.44956419,
NY,NEW YORK,36,G,,1966,2690626,2298363,4988989,0.46068713,-1,"ROCKEFELLER, NELSON A.",Incumbent,"O'CONNOR, FRANK",Challenger,510023,6006246,CONSERVATIVE,"ADAMS, PAUL L.",Challenger,R,"The other vote was: Roosevelt, Franklin D. Jr. (Liberal) 507,234",507234,392263,0.45303795,
NY,NEW YORK,36,G,,1970,3151432,2421426,5572858,0.43450344,-1,"ROCKEFELLER, NELSON A.",Incumbent,"GOLDBERG, ARTHUR J.",Challenger,,6013064,N/A,N/A,N/A,R,,440206,730006,0.46068713,
NY,NEW YORK,36,G,,1974,2219667,3028503,5248170,0.57705885,-1,"WILSON, MALCOLM",Incumbent,"CAREY, HUGH L.",Challenger,,5293176,N/A,N/A,N/A,D,,45006,808836,0.43450344,
NY,NEW YORK,36,G,,1998,2571991,1570317,4142308,0.37909228,-1,"PATAKI, GEORGE E.",Incumbent,"VALLONE, PETER F.",Challenger,,4735236,N/A,N/A,N/A,R,,592928,1001674,0.48227856,
NY,NEW YORK,36,G,,2002,2262255,1534064,3796319,0.40409249,-1,"PATAKI, GEORGE E.",Incumbent,"MCCALL, H. CARL",Challenger,654016,4579078,INDEPENDENT,"GOLISANO, B. THOMAS",Challenger,R,"The other vote was: Scattered Write-Ins (Other) 128,743",128743,728191,0.37909228,
OH,OHIO,39,G,,1958,1414874,1869260,3284134,0.56917894,-1,"O'NEILL, C. WILLIAM",Incumbent,"DISALLE, MICHAEL V.",Challenger,,3284134,N/A,N/A,N/A,D,,,454386,0.43959993,
OH,OHIO,39,G,,1966,1795277,1092054,2887331,0.37822264,-1,"RHODES, JAMES A.",Incumbent,"REAMS, HENRY FRAZIER JR.",Challenger,,2887331,N/A,N/A,N/A,R,,,703223,0.4108246,
OH,OHIO,39,G,,1978,1402167,1354631,2756798,0.4913784,-1,"RHODES, JAMES A.",Incumbent,"CELESTE, RICHARD F.",Challenger,,2843351,N/A,N/A,N/A,R,,86553,47536,0.49806982,
OH,OHIO,39,G,,1994,2401572,835849,3237421,0.2581836,-1,"VOINOVICH, GEORGE",Incumbent,"BURCH, ROBERT L.",Challenger,,3346238,N/A,N/A,N/A,R,,108817,1565723,0.44347668,
OH,OHIO,39,G,,2002,1865007,1236924,3101931,0.39875937,-1,"TAFT, ROBERT ALPHONSO",Incumbent,"HAGAN, TIMOTHY",Challenger,,3228992,N/A,N/A,N/A,R,,127061,628083,0.47171441,
OH,OHIO,39,G,,2014,1944848,1009359,2954207,0.34166834,-1,"KASICH, JOHN R.",Incumbent,"FITZGERALD, ED",Challenger,101706,3055913,GREEN,"RIOS, ANITA",Challenger,R,,,935489,0.48958093,
OH,OHIO,39,G,,2022,2580424,1545489,4125913,0.3745811,-1,"DEWINE, MICHAEL",Incumbent,"WHALEY, NAN",Challenger,8082,4134877,WRITE-IN,"USHER, MARSHALL",Challenger,R,"The other vote was: Grady, Timothy (Write-in) 574; Turner, Renea (Write-in) 231; Patton, Craig (Write-in) 77",882,1034935,0.48092106,
OK,OKLAHOMA,40,G,,1970,336157,338338,674495,0.50161678,-1,"BARTLETT, DEWEY F.",Incumbent,"HALL, DAVID",Challenger,,698790,N/A,N/A,N/A,D,,24295,2181,0.4400436,
OK,OKLAHOMA,40,G,,1998,505498,357552,863050,0.41428885,-1,"KEATING, FRANK",Incumbent,"BOYD, LAURA",Challenger,,873585,N/A,N/A,N/A,R,,10535,147946,0.38721976,
OK,OKLAHOMA,40,G,,2014,460298,338239,798537,0.42357334,-1,"FALLIN, MARY",Incumbent,"DORMAN, JOE",Challenger,17169,824831,INDEPENDENT,"WILLIS, KIMBERLY",Challenger,R,"The other vote was: Prawdzienski, Richard (Independent) 9,125",9125,122059,0.39551029,
OK,OKLAHOMA,40,G,,2022,639484,481904,1121388,0.42973885,-1,"STITT, KEVIN",Incumbent,"HOFMEISTER, JOY",Challenger,16243,1153284,LIBERTARIAN,"BRUNO, NATALIE",Challenger,R,"The other vote was: Yen, Ervin Stone (Independent) 15,653",15653,157580,0.43732017,
OR,OREGON,41,G,,1950,334160,171750,505910,0.33948725,-1,"MCKAY, DOUGLAS",Incumbent,"FLEGAL, AUSTIN F.",Challenger,,505910,N/A,N/A,N/A,R,,,162410,,
OR,OREGON,41,G,,1962,345497,265359,610856,0.43440515,-1,"HATFIELD, MARK O.",Incumbent,"THORNTON, ROBERT Y.",Challenger,,637407,N/A,N/A,N/A,R,,26551,80138,0.44668025,
OR,OREGON,41,G,,1970,369964,293892,663856,0.44270444,-1,"MCCALL, TOM",Incumbent,"STRAUB, ROBERT W.",Challenger,,666394,N/A,N/A,N/A,R,,2538,76072,0.4469938,
OR,OREGON,41,G,,1982,639841,374316,1014157,0.3690908,-1,"ATIYEH, VICTOR",Incumbent,"KULONGOSKI, TED",Challenger,,1042009,N/A,N/A,N/A,R,,27852,265525,0.4509612,
PA,PENNSYLVANIA,42,G,,1982,1872784,1772353,3645137,0.48622397,-1,"THORNBURGH, RICHARD",Incumbent,"ERTEL, ALLEN E.",Challenger,,3683985,N/A,N/A,N/A,R,,38848,100431,0.46920109,
PA,PENNSYLVANIA,42,G,,1998,1736844,938745,2675589,0.35085547,-1,"RIDGE, THOMAS J.",Incumbent,"ITKIN, IVAN",Challenger,315761,3025152,CONSTITUTION,"LUKSIK, PEG",Challenger,R,"The other vote was: Scattered Write-Ins (Other) 33,802",33802,798099,0.46816853,
PA,PENNSYLVANIA,42,G,,2014,1575511,1920355,3495866,0.54932171,-1,"CORBETT, TOM",Incumbent,"WOLF, THOMAS W.",Challenger,,3495866,N/A,N/A,N/A,D,,,344844,0.45511344,
RI,RHODE ISLAND,44,G,,1960,174044,227318,401362,0.56636649,-1,"DEL SESTO, CHRISTOPHER",Incumbent,"NOTTE, JOHN A. JR.",Challenger,,401362,N/A,N/A,N/A,D,,,53274,0.49101737,
RI,RHODE ISLAND,44,G,,1964,239501,152165,391666,0.38850704,-1,"CHAFEE, JOHN H.",Incumbent,"GALLOGLY, EDWARD P.",Challenger,,391668,N/A,N/A,N/A,R,,2,87336,0.49939239,
RI,RHODE ISLAND,44,G,,1966,210202,121862,332064,0.36698347,-1,"CHAFEE, JOHN H.",Incumbent,"HOBBS, HORACE E.",Challenger,,332064,N/A,N/A,N/A,R,,,88340,0.38850704,
RI,RHODE ISLAND,44,G,,1968,187958,195766,383724,0.51017398,-1,"CHAFEE, JOHN H.",Incumbent,"LICHT, FRANK",Challenger,,383725,N/A,N/A,N/A,D,,1,7808,0.36698347,
RI,RHODE ISLAND,44,G,,1986,208822,104508,313330,0.33353972,-1,"DIPRETE, EDWARD",Incumbent,"SUNDLUN, BRUCE G.",Challenger,,322724,N/A,N/A,N/A,R,,9394,104314,0.39990941,
RI,RHODE ISLAND,44,G,,1988,203550,196936,400486,0.49174252,-1,"DIPRETE, EDWARD",Incumbent,"SUNDLUN, BRUCE G.",Challenger,,400516,N/A,N/A,N/A,R,,30,6614,0.33353972,
RI,RHODE ISLAND,44,G,,1990,92177,264411,356588,0.74150282,-1,"DIPRETE, EDWARD",Incumbent,"SUNDLUN, BRUCE G.",Challenger,,356672,N/A,N/A,N/A,D,,84,172234,0.49174252,
RI,RHODE ISLAND,44,G,,1998,156180,129105,285285,0.45254746,-1,"ALMOND, LINCOLN C.",Incumbent,"YORK, MYRTH",Challenger,,306383,N/A,N/A,N/A,R,,21098,27075,0.47894874,
RI,RHODE ISLAND,44,G,,2006,197366,189562,386928,0.48991543,-1,"CARCIERI, DONALD L.",Incumbent,"FOGARTY, CHARLES J.",Challenger,,387010,N/A,N/A,N/A,R,"In Rhode Island, the statewide totals include 82 scattered write-in votes that were not included in the county returns.",82,7804,0.45242068,
SC,SOUTH CAROLINA,45,G,,1990,528831,212034,740865,0.2861979,-1,"CAMPBELL, CARROLL",Incumbent,"MITCHELL, THEO",Challenger,,760965,N/A,N/A,N/A,R,,20100,316797,0.48442128,
SC,SOUTH CAROLINA,45,G,,1998,484088,570070,1054158,0.54078233,-1,"BEASLEY, DAVID",Incumbent,"HODGES, JAMES H.",Challenger,,1070869,N/A,N/A,N/A,D,,16711,85982,0.48705867,
SC,SOUTH CAROLINA,45,G,,2006,601868,489076,1090944,0.44830531,-1,"SANFORD, MARSHALL CLEMENT JR.",Incumbent,"MOORE, TOMMY",Challenger,,1091952,N/A,N/A,N/A,R,,1008,112792,0.47095418,
